striker,bowler,runs,balls
PA Patel,R Vinay Kumar,14,11
PA Patel,RJ Harris,1,1
PA Patel,RP Singh,25,27
PA Patel,RR Powar,11,14
PA Patel,Rashid Khan,1,3
PA Patel,S Aravind,3,4
PA Patel,S Badree,5,8
PA Patel,S Kaul,10,10
PA Patel,S Lamichhane,23,11
PA Patel,S Nadeem,11,4
PA Patel,S Sreesanth,22,14
PA Patel,SB Wagh,10,9
PA Patel,SJ Srivastava,7,7
PA Patel,SK Raina,2,3
PA Patel,SL Malinga,9,19
PA Patel,SM Curran,13,5
PA Patel,SM Pollock,7,7
PA Patel,SMSM Senanayake,8,11
PA Patel,SN Thakur,38,23
PA Patel,SP Narine,24,25
PA Patel,SR Watson,7,7
PA Patel,STR Binny,7,9
PA Patel,SW Tait,7,7
PA Patel,Sandeep Sharma,25,46
PA Patel,Shahid Afridi,2,3
PA Patel,Shakib Al Hasan,15,10
PA Patel,Shoaib Akhtar,4,9
PA Patel,Sohail Tanvir,13,15
PA Patel,TA Boult,16,13
PA Patel,TG Southee,14,10
PA Patel,UT Yadav,53,29
PA Patel,VR Aaron,12,8
PA Patel,VRV Singh,5,4
PA Patel,VS Malik,1,3
PA Patel,VY Mahesh,9,6
PA Patel,WD Parnell,13,12
PA Patel,Washington Sundar,25,15
PA Patel,YK Pathan,17,23
PA Patel,Z Khan,39,33
PA Reddy,A Chandila,3,7
PA Reddy,AB Dinda,1,1
PA Reddy,AD Mascarenhas,7,5
PA Reddy,Azhar Mahmood,3,3
PA Reddy,B Kumar,7,7
PA Reddy,DS Kulkarni,1,1
PA Reddy,IK Pathan,2,7
PA Reddy,J Botha,14,7
PA Reddy,JD Unadkat,3,4
PA Reddy,M Kartik,8,4
PA Reddy,MC Henriques,9,7
PA Reddy,MG Johnson,6,8
PA Reddy,MN Samuels,5,7
PA Reddy,P Kumar,4,4
PA Reddy,R Vinay Kumar,11,11
PA Reddy,RP Singh,7,7
PA Reddy,S Kaul,0,2
PA Reddy,SR Watson,12,7
PA Reddy,SW Tait,5,6
PA Reddy,Z Khan,2,5
PC Valthaty,A Nehra,1,4
PC Valthaty,A Singh,3,5
PC Valthaty,AB Dinda,1,6
PC Valthaty,AC Thomas,6,6
PC Valthaty,AM Salvi,5,3
PC Valthaty,AN Ahmed,1,4
PC Valthaty,Anureet Singh,4,6
PC Valthaty,B Kumar,4,3
PC Valthaty,B Lee,9,10
PC Valthaty,CH Gayle,2,4
PC Valthaty,CK Langeveldt,14,9
PC Valthaty,DW Steyn,15,14
PC Valthaty,Harbhajan Singh,12,15
PC Valthaty,I Sharma,13,13
PC Valthaty,IK Pathan,20,14
PC Valthaty,Iqbal Abdulla,0,2
PC Valthaty,J Botha,6,4
PC Valthaty,JA Morkel,15,4
PC Valthaty,JH Kallis,2,2
PC Valthaty,JJ van der Wath,5,6
PC Valthaty,JP Duminy,1,2
PC Valthaty,KK Cooper,4,5
PC Valthaty,L Balaji,2,1
PC Valthaty,M Morkel,8,12
PC Valthaty,MM Patel,5,5
PC Valthaty,MS Gony,23,7
PC Valthaty,R Ashwin,18,10
PC Valthaty,R Sharma,2,3
PC Valthaty,R Vinay Kumar,0,5
PC Valthaty,RP Singh,12,5
PC Valthaty,S Aravind,6,7
PC Valthaty,S Sreesanth,5,5
PC Valthaty,SB Wagh,12,7
PC Valthaty,SK Trivedi,25,8
PC Valthaty,SK Warne,4,2
PC Valthaty,SL Malinga,2,11
PC Valthaty,SW Tait,12,11
PC Valthaty,TG Southee,13,8
PC Valthaty,UT Yadav,1,8
PC Valthaty,VR Aaron,10,8
PC Valthaty,WD Parnell,5,7
PC Valthaty,YK Pathan,4,2
PC Valthaty,Z Khan,23,17
PD Collingwood,CH Gayle,5,4
PD Collingwood,CK Langeveldt,0,1
PD Collingwood,DJ Hussey,1,1
PD Collingwood,JH Kallis,2,2
PD Collingwood,L Ablish,2,1
PD Collingwood,PP Chawla,0,2
PD Collingwood,S Narwal,5,3
PD Collingwood,SW Tait,12,5
PJ Cummins,SL Malinga,0,1
PK Garg,A Nortje,6,4
PK Garg,K Rabada,2,2
PK Garg,MP Stoinis,1,2
PK Garg,R Ashwin,9,5
PP Chawla,DR Smith,2,4
PP Chawla,DS Kulkarni,5,4
PP Chawla,Mohammed Shami,5,3
PP Chawla,Z Khan,4,2
PP Shaw,AD Russell,12,6
PP Shaw,AS Rajpoot,5,5
PP Shaw,Arshdeep Singh,5,4
PP Shaw,B Kumar,36,36
PP Shaw,BB Sran,17,5
PP Shaw,CH Morris,1,1
PP Shaw,CV Varun,8,6
PP Shaw,DL Chahar,59,54
PP Shaw,DS Kulkarni,23,12
PP Shaw,GJ Maxwell,1,1
PP Shaw,HH Pandya,13,9
PP Shaw,Harbhajan Singh,6,4
PP Shaw,I Udana,13,5
PP Shaw,IS Sodhi,0,1
PP Shaw,J Yadav,2,5
PP Shaw,JC Archer,12,12
PP Shaw,JD Unadkat,15,6
PP Shaw,JDS Neesham,0,2
PP Shaw,JJ Bumrah,7,6
PP Shaw,JR Hazlewood,5,5
PP Shaw,K Gowtham,8,6
PP Shaw,KH Pandya,3,6
PP Shaw,KK Ahmed,14,10
PP Shaw,KM Asif,9,5
PP Shaw,Kuldeep Yadav,2,2
PP Shaw,L Ngidi,2,3
PP Shaw,LH Ferguson,18,8
PP Shaw,M Prasidh Krishna,7,9
PP Shaw,MG Johnson,5,5
PP Shaw,MJ McClenaghan,4,3
PP Shaw,Mohammad Nabi,7,10
PP Shaw,Mohammed Shami,12,18
PP Shaw,Mohammed Siraj,8,5
PP Shaw,NA Saini,13,11
PP Shaw,O Thomas,4,2
PP Shaw,PJ Cummins,18,9
PP Shaw,PP Chawla,13,10
PP Shaw,R Ashwin,0,1
PP Shaw,RA Jadeja,5,4
PP Shaw,Rashid Khan,5,2
PP Shaw,Rasikh Salam,4,3
PP Shaw,S Gopal,1,1
PP Shaw,S Kaul,19,5
PP Shaw,SL Malinga,1,1
PP Shaw,SM Curran,25,18
PP Shaw,SN Thakur,24,9
PP Shaw,SP Narine,3,4
PP Shaw,SS Cottrell,5,5
PP Shaw,STR Binny,2,4
PP Shaw,Sandeep Sharma,21,10
PP Shaw,Shakib Al Hasan,13,8
PP Shaw,Shivam Mavi,8,6
PP Shaw,TA Boult,13,12
PP Shaw,TG Southee,21,8
PP Shaw,UT Yadav,5,4
PP Shaw,VR Aaron,11,7
PP Shaw,Washington Sundar,21,15
PP Shaw,YS Chahal,20,11
PR Shah,A Nehra,4,6
PR Shah,DP Nannes,1,5
PR Shah,DR Smith,13,5
PR Shah,Harmeet Singh,5,5
PR Shah,PJ Sangwan,8,8
PR Shah,RJ Harris,3,4
PR Shah,Z Khan,0,1
Q de Kock,A Nehra,19,10
Q de Kock,A Nortje,22,15
Q de Kock,AB Dinda,14,17
Q de Kock,AD Russell,26,13
Q de Kock,AJ Tye,3,3
Q de Kock,AR Patel,47,23
Q de Kock,AS Rajpoot,21,12
Q de Kock,Arshdeep Singh,12,9
Q de Kock,B Kumar,41,37
Q de Kock,BA Stokes,1,1
Q de Kock,BB Sran,1,4
Q de Kock,BW Hilfenhaus,17,13
Q de Kock,CH Morris,12,7
Q de Kock,CJ Green,11,8
Q de Kock,CJ Jordan,7,6
Q de Kock,D Wiese,6,3
Q de Kock,DL Chahar,82,57
Q de Kock,DR Sams,15,6
Q de Kock,DS Kulkarni,39,25
Q de Kock,DW Steyn,28,22
Q de Kock,GC Viljoen,8,8
Q de Kock,GJ Maxwell,12,11
Q de Kock,HF Gurney,1,1
Q de Kock,HV Patel,9,4
Q de Kock,Harbhajan Singh,28,29
Q de Kock,I Sharma,39,24
Q de Kock,I Udana,8,5
Q de Kock,IC Pandey,14,9
Q de Kock,Imran Tahir,3,3
Q de Kock,JC Archer,35,21
Q de Kock,JD Unadkat,10,8
Q de Kock,JH Kallis,5,4
Q de Kock,JJ Bumrah,4,7
Q de Kock,JO Holder,4,4
Q de Kock,JP Duminy,1,1
Q de Kock,JP Faulkner,1,3
Q de Kock,K Gowtham,28,13
Q de Kock,K Rabada,36,25
Q de Kock,KC Cariappa,5,4
Q de Kock,KH Pandya,5,2
Q de Kock,KK Ahmed,1,1
Q de Kock,KMA Paul,7,3
Q de Kock,KV Sharma,5,2
Q de Kock,KW Richardson,2,3
Q de Kock,Kartik Tyagi,1,2
Q de Kock,L Ngidi,17,7
Q de Kock,M Muralitharan,5,2
Q de Kock,M Prasidh Krishna,5,2
Q de Kock,MA Starc,8,11
Q de Kock,MG Johnson,14,10
Q de Kock,MJ McClenaghan,15,22
Q de Kock,MM Sharma,12,11
Q de Kock,MP Stoinis,12,7
Q de Kock,Mohammad Nabi,4,9
Q de Kock,Mohammed Shami,13,9
Q de Kock,Mohammed Siraj,8,7
Q de Kock,Mujeeb Ur Rahman,2,6
Q de Kock,Mustafizur Rahman,19,9
Q de Kock,NA Saini,15,11
Q de Kock,P Kumar,32,25
Q de Kock,PJ Cummins,9,4
Q de Kock,PP Chawla,8,11
Q de Kock,PP Ojha,1,1
Q de Kock,PV Tambe,10,5
Q de Kock,Parvez Rasool,20,11
Q de Kock,R Ashwin,48,33
Q de Kock,R Vinay Kumar,20,7
Q de Kock,Rashid Khan,0,5
Q de Kock,S Aravind,30,16
Q de Kock,S Gopal,4,6
Q de Kock,S Kaul,7,4
Q de Kock,S Nadeem,1,1
Q de Kock,S Sandeep Warrier,15,14
Q de Kock,SA Yadav,5,2
Q de Kock,SK Raina,7,7
Q de Kock,SL Malinga,6,10
Q de Kock,SM Curran,2,5
Q de Kock,SN Thakur,8,6
Q de Kock,SP Narine,15,19
Q de Kock,SR Watson,13,8
Q de Kock,SS Cottrell,0,5
Q de Kock,STR Binny,18,14
Q de Kock,Sandeep Sharma,31,21
Q de Kock,Shivam Mavi,2,5
Q de Kock,T Natarajan,6,7
Q de Kock,TA Boult,25,14
Q de Kock,TG Southee,9,4
Q de Kock,UT Yadav,42,27
Q de Kock,Washington Sundar,9,14
Q de Kock,Y Venugopal Rao,2,2
Q de Kock,YS Chahal,8,11
Q de Kock,Z Khan,1,3
R Ashwin,B Kumar,0,3
R Ashwin,BB Sran,0,3
R Ashwin,Harbhajan Singh,1,4
R Ashwin,K Gowtham,0,2
R Ashwin,L Balaji,5,4
R Ashwin,P Suyal,1,1
R Ashwin,SMSM Senanayake,5,7
R Ashwin,SP Narine,1,2
R Bishnoi,IK Pathan,6,2
R Bishnoi,VS Malik,12,8
R Bishnoi,YA Abdulla,0,4
R Dravid,A Nehra,35,30
R Dravid,A Symonds,16,8
R Dravid,AB Agarkar,14,7
R Dravid,AB Dinda,29,20
R Dravid,AC Thomas,8,5
R Dravid,AD Mascarenhas,0,1
R Dravid,AD Mathews,9,5
R Dravid,AD Russell,6,4
R Dravid,AG Murtaza,4,5
R Dravid,AM Salvi,6,4
R Dravid,Anand Rajan,10,5
R Dravid,Ankit Sharma,6,6
R Dravid,B Kumar,32,32
R Dravid,B Lee,23,24
R Dravid,BW Hilfenhaus,0,3
R Dravid,Bipul Sharma,0,1
R Dravid,CK Langeveldt,7,8
R Dravid,CRD Fernando,1,3
R Dravid,DE Bollinger,27,22
R Dravid,DJ Bravo,6,3
R Dravid,DL Vettori,2,2
R Dravid,DS Kulkarni,7,7
R Dravid,DT Christian,23,16
R Dravid,DW Steyn,33,29
R Dravid,Gagandeep Singh,6,5
R Dravid,I Sharma,52,41
R Dravid,IK Pathan,30,19
R Dravid,Iqbal Abdulla,2,3
R Dravid,JA Morkel,36,31
R Dravid,JD Unadkat,1,1
R Dravid,JE Taylor,1,4
R Dravid,JH Kallis,28,20
R Dravid,JO Holder,8,8
R Dravid,JP Duminy,1,1
R Dravid,JP Faulkner,10,6
R Dravid,K Upadhyay,10,8
R Dravid,KMDN Kulasekara,7,11
R Dravid,KV Sharma,5,3
R Dravid,Kamran Khan,5,2
R Dravid,L Balaji,11,16
R Dravid,LA Carseldine,0,1
R Dravid,M Kartik,15,11
R Dravid,M Morkel,19,13
R Dravid,M Muralitharan,7,10
R Dravid,MC Henriques,1,2
R Dravid,MF Maharoof,2,3
R Dravid,MG Johnson,17,17
R Dravid,MM Patel,3,12
R Dravid,MM Sharma,6,8
R Dravid,MR Marsh,5,3
R Dravid,MS Gony,8,9
R Dravid,NLTC Perera,1,4
R Dravid,P Awana,4,4
R Dravid,P Kumar,32,28
R Dravid,PP Chawla,2,3
R Dravid,PP Ojha,19,20
R Dravid,R Ashwin,7,4
R Dravid,R McLaren,1,1
R Dravid,R Rampaul,13,16
R Dravid,R Sharma,8,7
R Dravid,R Vinay Kumar,44,26
R Dravid,RE van der Merwe,9,4
R Dravid,RJ Harris,26,21
R Dravid,RP Singh,38,29
R Dravid,S Aravind,5,4
R Dravid,S Kaul,11,11
R Dravid,S Nadeem,11,5
R Dravid,S Sreesanth,5,10
R Dravid,S Tyagi,6,6
R Dravid,SB Jakati,10,6
R Dravid,SC Ganguly,1,1
R Dravid,SL Malinga,11,16
R Dravid,SM Pollock,5,14
R Dravid,SP Narine,11,12
R Dravid,SR Watson,0,1
R Dravid,Shakib Al Hasan,3,4
R Dravid,UT Yadav,25,24
R Dravid,Umar Gul,0,1
R Dravid,V Pratap Singh,9,5
R Dravid,VY Mahesh,2,3
R Dravid,WD Parnell,11,11
R Dravid,YA Abdulla,1,1
R Dravid,Z Khan,39,35
R McLaren,DW Steyn,3,6
R McLaren,JH Kallis,2,3
R McLaren,Pankaj Singh,8,7
R McLaren,R Vinay Kumar,1,3
R Parag,I Sharma,0,4
R Parag,PJ Cummins,0,4
R Parag,Shivam Mavi,0,3
R Sathish,JA Morkel,0,7
R Tewatia,BA Stokes,4,2
R Tewatia,CV Varun,2,4
R Tewatia,SN Thakur,0,1
RA Jadeja,AC Thomas,12,3
RA Jadeja,DW Steyn,1,1
RA Jadeja,I Sharma,6,5
RA Jadeja,JA Morkel,1,1
RA Jadeja,JJ Bumrah,4,2
RA Jadeja,KH Pandya,1,1
RA Jadeja,RP Singh,2,6
RA Jadeja,S Aravind,6,4
RA Jadeja,SR Watson,3,6
RA Jadeja,STR Binny,1,2
RA Jadeja,TA Boult,2,3
RA Jadeja,VRV Singh,4,2
RA Jadeja,WD Parnell,0,1
RA Jadeja,YA Abdulla,0,3
RA Jadeja,YS Chahal,11,5
RA Tripathi,A Nehra,0,3
RA Tripathi,A Nortje,5,4
RA Tripathi,AD Russell,3,5
RA Tripathi,AF Milne,21,14
RA Tripathi,AJ Tye,3,4
RA Tripathi,AR Patel,3,5
RA Tripathi,Arshdeep Singh,14,13
RA Tripathi,B Kumar,11,9
RA Tripathi,BA Stokes,7,2
RA Tripathi,Basil Thampi,12,10
RA Tripathi,Bipul Sharma,7,7
RA Tripathi,CH Morris,12,8
RA Tripathi,CR Woakes,12,7
RA Tripathi,DL Chahar,27,19
RA Tripathi,GJ Maxwell,7,3
RA Tripathi,I Sharma,11,5
RA Tripathi,JC Archer,1,8
RA Tripathi,JJ Bumrah,3,5
RA Tripathi,K Rabada,5,3
RA Tripathi,KH Pandya,1,4
RA Tripathi,KV Sharma,12,5
RA Tripathi,M Prasidh Krishna,20,7
RA Tripathi,MG Johnson,9,9
RA Tripathi,MJ McClenaghan,14,11
RA Tripathi,MJ Santner,16,8
RA Tripathi,MM Ali,7,4
RA Tripathi,MM Sharma,5,5
RA Tripathi,Mohammed Shami,6,6
RA Tripathi,Mohammed Siraj,13,9
RA Tripathi,Mujeeb Ur Rahman,7,8
RA Tripathi,NM Coulter-Nile,36,18
RA Tripathi,P Kumar,24,9
RA Tripathi,PJ Sangwan,4,4
RA Tripathi,PP Chawla,5,4
RA Tripathi,R Tewatia,6,6
RA Tripathi,S Aravind,23,15
RA Tripathi,S Badree,4,5
RA Tripathi,S Gopal,8,3
RA Tripathi,S Kaul,17,5
RA Tripathi,SB Jakati,1,1
RA Tripathi,SM Curran,10,7
RA Tripathi,SN Thakur,1,1
RA Tripathi,SP Narine,33,16
RA Tripathi,SR Watson,1,2
RA Tripathi,Sandeep Sharma,13,11
RA Tripathi,Shakib Al Hasan,4,3
RA Tripathi,Shivam Mavi,1,3
RA Tripathi,T Natarajan,12,7
RA Tripathi,TA Boult,6,7
RA Tripathi,TG Southee,4,3
RA Tripathi,TU Deshpande,0,1
RA Tripathi,UT Yadav,30,12
RA Tripathi,VR Aaron,6,3
RA Tripathi,YS Chahal,21,14
RA Tripathi,Z Khan,6,5
RD Gaikwad,Avesh Khan,2,4
RD Gaikwad,CH Morris,4,7
RD Gaikwad,CJ Jordan,10,4
RD Gaikwad,CR Woakes,5,5
RD Gaikwad,CV Varun,7,5
RD Gaikwad,JDS Neesham,2,4
RD Gaikwad,KL Nagarkoti,1,2
RD Gaikwad,LH Ferguson,9,4
RD Gaikwad,Mohammed Shami,10,10
RD Gaikwad,Mohammed Siraj,5,3
RD Gaikwad,PJ Cummins,11,6
RD Gaikwad,Ravi Bishnoi,0,1
RD Gaikwad,SP Narine,3,4
RD Gaikwad,TA Boult,0,5
RD Gaikwad,Washington Sundar,10,9
RD Gaikwad,YS Chahal,4,4
RE Levi,A Singh,3,5
RE Levi,AA Chavan,15,8
RE Levi,Ankit Sharma,2,2
RE Levi,DE Bollinger,20,11
RE Levi,DW Steyn,1,8
RE Levi,IK Pathan,2,3
RE Levi,JA Morkel,2,6
RE Levi,KK Cooper,4,3
RE Levi,M Kartik,0,2
RE Levi,R Ashwin,2,4
RE Levi,RA Jadeja,15,5
RE Levi,S Nadeem,0,1
RE van der Merwe,A Symonds,2,5
RE van der Merwe,JA Morkel,2,3
RE van der Merwe,MS Gony,0,2
RE van der Merwe,P Awana,2,6
RE van der Merwe,P Kumar,6,3
RE van der Merwe,RJ Harris,13,9
RE van der Merwe,RP Singh,11,9
RG Sharma,A Chandila,0,1
RG Sharma,A Mishra,2,3
RG Sharma,A Nehra,24,18
RG Sharma,A Nortje,13,8
RG Sharma,A Singh,15,12
RG Sharma,AA Chavan,4,8
RG Sharma,AB Dinda,0,4
RG Sharma,AD Mathews,6,2
RG Sharma,AD Russell,13,11
RG Sharma,AJ Tye,13,5
RG Sharma,AL Menaria,1,3
RG Sharma,AP Dole,2,2
RG Sharma,AR Patel,5,10
RG Sharma,AS Rajpoot,23,14
RG Sharma,Ankit Sharma,2,7
RG Sharma,Arshdeep Singh,0,1
RG Sharma,B Kumar,17,19
RG Sharma,B Lee,7,4
RG Sharma,B Stanlake,10,6
RG Sharma,BAW Mendis,1,1
RG Sharma,BW Hilfenhaus,17,9
RG Sharma,Bipul Sharma,6,4
RG Sharma,CH Morris,16,16
RG Sharma,CJ Green,5,4
RG Sharma,CJ Jordan,12,8
RG Sharma,CR Woakes,5,3
RG Sharma,CRD Fernando,0,1
RG Sharma,D Wiese,5,5
RG Sharma,DE Bollinger,8,3
RG Sharma,DJ Bravo,5,10
RG Sharma,DL Chahar,35,29
RG Sharma,DP Nannes,9,10
RG Sharma,DS Kulkarni,37,23
RG Sharma,DT Christian,11,5
RG Sharma,DW Steyn,11,20
RG Sharma,GB Hogg,6,4
RG Sharma,GC Viljoen,3,3
RG Sharma,GJ Maxwell,5,4
RG Sharma,HF Gurney,3,7
RG Sharma,HV Patel,1,1
RG Sharma,Harbhajan Singh,9,11
RG Sharma,I Sharma,21,25
RG Sharma,I Udana,8,4
RG Sharma,IK Pathan,13,11
RG Sharma,Imran Tahir,2,3
RG Sharma,JA Morkel,7,9
RG Sharma,JC Archer,1,1
RG Sharma,JD Unadkat,17,12
RG Sharma,JH Kallis,0,2
RG Sharma,JO Holder,2,3
RG Sharma,JP Faulkner,9,6
RG Sharma,JW Hastings,14,7
RG Sharma,Joginder Sharma,8,4
RG Sharma,K Gowtham,20,11
RG Sharma,K Rabada,8,9
RG Sharma,KA Jamieson,1,1
RG Sharma,KK Ahmed,12,7
RG Sharma,KK Cooper,7,3
RG Sharma,KMA Paul,9,4
RG Sharma,KW Richardson,7,9
RG Sharma,Kartik Tyagi,7,3
RG Sharma,L Balaji,11,4
RG Sharma,L Ngidi,1,1
RG Sharma,LH Ferguson,16,6
RG Sharma,M Kartik,1,3
RG Sharma,M Morkel,16,16
RG Sharma,M Prasidh Krishna,9,4
RG Sharma,MC Henriques,1,1
RG Sharma,MG Johnson,12,11
RG Sharma,MM Sharma,26,19
RG Sharma,MP Stoinis,2,1
RG Sharma,Mohammad Nabi,3,8
RG Sharma,Mohammed Shami,30,19
RG Sharma,Mohammed Siraj,26,19
RG Sharma,Mustafizur Rahman,2,2
RG Sharma,NA Saini,34,20
RG Sharma,NLTC Perera,27,15
RG Sharma,NM Coulter-Nile,11,7
RG Sharma,P Kumar,18,26
RG Sharma,P Negi,15,5
RG Sharma,PJ Cummins,23,14
RG Sharma,PJ Sangwan,10,12
RG Sharma,PP Chawla,2,4
RG Sharma,PP Ojha,4,5
RG Sharma,R Ashwin,18,26
RG Sharma,R Vinay Kumar,11,17
RG Sharma,RP Singh,7,4
RG Sharma,Rashid Khan,2,3
RG Sharma,Ravi Bishnoi,2,5
RG Sharma,S Aravind,3,3
RG Sharma,S Badree,0,1
RG Sharma,S Gopal,6,5
RG Sharma,S Kaul,1,1
RG Sharma,S Nadeem,30,18
RG Sharma,S Sandeep Warrier,22,18
RG Sharma,S Tyagi,1,8
RG Sharma,SB Jakati,1,2
RG Sharma,SK Trivedi,0,1
RG Sharma,SM Boland,4,6
RG Sharma,SM Curran,5,2
RG Sharma,SN Thakur,19,20
RG Sharma,SP Narine,19,19
RG Sharma,SR Watson,16,17
RG Sharma,SS Cottrell,2,2
RG Sharma,STR Binny,1,8
RG Sharma,Sandeep Sharma,31,40
RG Sharma,Shakib Al Hasan,28,20
RG Sharma,Shivam Mavi,7,8
RG Sharma,TA Boult,6,8
RG Sharma,TK Curran,1,2
RG Sharma,UT Yadav,55,47
RG Sharma,Umar Gul,11,5
RG Sharma,V Pratap Singh,12,9
RG Sharma,VR Aaron,19,8
RG Sharma,Washington Sundar,6,11
RG Sharma,YK Pathan,1,3
RG Sharma,YS Chahal,7,2
RG Sharma,Z Khan,14,16
RJ Quiney,A Nehra,1,10
RJ Quiney,BJ Hodge,1,1
RJ Quiney,CK Langeveldt,0,1
RJ Quiney,DJ Bravo,5,4
RJ Quiney,DP Nannes,12,11
RJ Quiney,DS Kulkarni,15,11
RJ Quiney,I Sharma,6,2
RJ Quiney,IK Pathan,1,1
RJ Quiney,JA Morkel,12,9
RJ Quiney,JDP Oram,2,2
RJ Quiney,JP Duminy,2,2
RJ Quiney,S Tyagi,11,12
RJ Quiney,SL Malinga,1,1
RJ Quiney,YA Abdulla,6,7
RK Bhui,DL Chahar,0,5
RM Patidar,KH Pandya,4,3
RM Patidar,TA Boult,5,6
RN ten Doeschate,AD Mathews,1,3
RN ten Doeschate,DS Kulkarni,5,3
RN ten Doeschate,IC Pandey,0,1
RR Pant,AB Dinda,3,8
RR Pant,AD Russell,12,10
RR Pant,AJ Tye,3,4
RR Pant,B Laughlin,5,3
RR Pant,BA Stokes,1,2
RR Pant,BB Sran,2,3
RR Pant,Basil Thampi,9,5
RR Pant,CJ Jordan,5,4
RR Pant,DL Chahar,1,1
RR Pant,DS Kulkarni,23,16
RR Pant,Harbhajan Singh,1,1
RR Pant,IS Sodhi,4,5
RR Pant,J Yadav,5,8
RR Pant,JC Archer,0,3
RR Pant,JD Unadkat,6,8
RR Pant,JJ Bumrah,1,9
RR Pant,JP Faulkner,4,5
RR Pant,K Gowtham,9,4
RR Pant,KL Nagarkoti,2,4
RR Pant,M Prasidh Krishna,11,8
RR Pant,MC Henriques,1,1
RR Pant,MM Sharma,2,4
RR Pant,Mohammed Shami,1,2
RR Pant,Mohammed Siraj,1,1
RR Pant,Mustafizur Rahman,16,12
RR Pant,NLTC Perera,0,1
RR Pant,NM Coulter-Nile,2,5
RR Pant,P Kumar,2,2
RR Pant,PJ Cummins,0,3
RR Pant,PJ Sangwan,22,8
RR Pant,S Aravind,0,1
RR Pant,S Gopal,0,5
RR Pant,S Kaul,15,6
RR Pant,SK Raina,10,5
RR Pant,SL Malinga,0,1
RR Pant,SN Thakur,19,11
RR Pant,SP Narine,10,5
RR Pant,SR Watson,13,5
RR Pant,STR Binny,1,1
RR Pant,Sandeep Sharma,1,1
RR Pant,Shivam Mavi,10,8
RR Pant,TA Boult,1,4
RR Pant,TG Southee,8,8
RR Pant,UT Yadav,9,4
RR Pant,Washington Sundar,6,2
RR Pant,YS Chahal,6,3
RR Rossouw,A Nehra,4,9
RR Rossouw,B Kumar,5,10
RR Rossouw,MM Sharma,12,4
RR Sarwan,DNT Zoysa,7,7
RR Sarwan,DW Steyn,8,5
RR Sarwan,JA Morkel,2,3
RR Sarwan,JH Kallis,6,3
RR Sarwan,MS Gony,1,2
RR Sarwan,P Kumar,5,4
RR Sarwan,RP Singh,5,4
RR Sarwan,SB Bangar,1,1
RR Sarwan,Shahid Afridi,2,3
RR Sarwan,Z Khan,11,11
RS Bopara,A Symonds,4,3
RS Bopara,AB Dinda,10,9
RS Bopara,AD Mascarenhas,6,5
RS Bopara,AM Salvi,1,2
RS Bopara,DJ Bravo,0,3
RS Bopara,DP Nannes,7,10
RS Bopara,DW Steyn,6,5
RS Bopara,Harbhajan Singh,1,1
RS Bopara,I Sharma,3,3
RS Bopara,JA Morkel,1,7
RS Bopara,JH Kallis,9,5
RS Bopara,Kamran Khan,1,8
RS Bopara,MC Henriques,1,1
RS Bopara,MF Maharoof,9,5
RS Bopara,MM Patel,13,9
RS Bopara,MS Gony,0,1
RS Bopara,P Kumar,7,12
RS Bopara,PJ Sangwan,22,13
RS Bopara,Pankaj Singh,7,5
RS Bopara,R McLaren,1,2
RS Bopara,R Vinay Kumar,3,3
RS Bopara,RP Singh,8,9
RS Bopara,SE Bond,0,2
RS Bopara,SK Warne,5,2
RS Bopara,SL Malinga,1,4
RS Bopara,SW Tait,3,5
RS Bopara,VY Mahesh,4,5
RS Bopara,WPUJC Vaas,10,6
RS Bopara,Z Khan,4,8
RT Ponting,A Chandila,3,6
RT Ponting,A Nehra,1,2
RT Ponting,AA Chavan,1,3
RT Ponting,AD Mathews,1,3
RT Ponting,AJ Finch,1,1
RT Ponting,AS Rajpoot,1,3
RT Ponting,B Kumar,8,6
RT Ponting,CRD Fernando,1,2
RT Ponting,DJ Bravo,1,1
RT Ponting,DP Nannes,6,7
RT Ponting,DT Christian,12,9
RT Ponting,IK Pathan,0,6
RT Ponting,JD Unadkat,3,7
RT Ponting,JDP Oram,0,1
RT Ponting,M Muralitharan,3,3
RT Ponting,R Sharma,2,4
RT Ponting,R Vinay Kumar,1,2
RT Ponting,SM Pollock,2,4
RT Ponting,WPUJC Vaas,0,1
RT Ponting,Z Khan,0,4
RV Gomez,I Sharma,0,1
RV Uthappa,A Chandila,12,8
RV Uthappa,A Nehra,32,27
RV Uthappa,A Singh,10,6
RV Uthappa,AB Dinda,7,5
RV Uthappa,AC Voges,4,1
RV Uthappa,AD Mascarenhas,3,7
RV Uthappa,AD Mathews,2,2
RV Uthappa,AJ Tye,9,10
RV Uthappa,AN Ahmed,17,14
RV Uthappa,AR Patel,22,18
RV Uthappa,AS Rajpoot,5,5
RV Uthappa,Anureet Singh,12,6
RV Uthappa,Arshdeep Singh,2,3
RV Uthappa,Azhar Mahmood,4,5
RV Uthappa,B Kumar,69,62
RV Uthappa,B Laughlin,6,3
RV Uthappa,B Lee,0,1
RV Uthappa,B Stanlake,1,1
RV Uthappa,BA Stokes,3,3
RV Uthappa,BB Sran,31,20
RV Uthappa,BCJ Cutting,6,3
RV Uthappa,BE Hendricks,5,3
RV Uthappa,BW Hilfenhaus,22,19
RV Uthappa,CH Morris,27,25
RV Uthappa,CJ Anderson,8,5
RV Uthappa,CJ Jordan,2,3
RV Uthappa,D Wiese,1,1
